movie_block,review_block,seconds,prompt_tokens,completion_tokens,matches
8,111,0.785,2034,29,0
8,112,0.751,2203,20,0
8,113,0.802,2252,36,0
8,114,0.736,2122,20,0
8,115,0.710,2139,18,0
8,116,0.675,1997,20,0
8,117,0.782,2448,21,0
8,118,0.712,2114,20,0
8,119,0.724,2232,34,0
8,120,0.742,1967,29,0
8,121,0.766,2377,20,0
8,122,0.763,2530,21,0
8,123,0.701,2009,20,0
8,124,0.751,2314,22,0
8,125,0.715,2590,21,0
8,126,0.771,2118,20,0
8,127,0.790,2717,21,0
8,128,0.730,2142,22,0
8,129,0.767,2253,20,0
8,130,0.785,2447,21,0
8,131,0.765,2253,18,0
8,132,0.728,2381,20,0
8,133,0.793,2492,20,0
8,134,0.719,1802,17,0
8,135,0.709,2507,33,0
8,136,0.707,2170,17,0
8,137,0.762,2004,29,0
8,138,0.684,2268,17,0
8,139,0.748,2232,20,0
8,140,0.749,2261,20,0
8,141,0.713,2337,22,0
8,142,0.689,1970,20,0
8,143,0.731,2347,20,0
8,144,0.751,2483,21,0
8,145,0.794,2762,21,0
8,146,0.736,2236,20,0
8,147,0.756,2274,20,0
8,148,0.778,2339,22,0
8,149,0.790,2405,22,0
8,150,0.772,2154,20,0
8,151,0.760,2229,20,0
8,152,0.749,2170,20,0
8,153,0.761,2239,20,0
8,154,0.720,2125,20,0
8,155,0.708,2072,20,0
8,156,0.823,2350,34,0
8,157,0.697,2039,17,0
8,158,0.731,2093,20,0
8,159,0.748,2717,21,0
8,160,0.706,1939,20,0
8,161,0.704,1867,29,0
8,162,0.746,2090,20,0
8,163,0.774,2481,21,0
8,164,0.781,2433,21,0
8,165,0.753,2221,20,0
8,166,0.698,1802,17,0
8,167,0.741,2141,20,0
8,168,0.766,2337,22,0
8,169,0.759,2287,20,0
8,170,0.766,2437,18,0
8,171,0.744,2058,20,0
8,172,0.697,2039,20,0
8,173,0.750,2522,22,0
8,174,0.700,1713,17,0
8,175,0.699,2198,20,0
8,176,0.730,2143,20,0
8,177,0.735,2042,20,0
8,178,0.680,1969,20,0
8,179,0.675,2312,20,0
8,180,0.753,2172,20,0
8,181,0.664,2297,20,0
8,182,0.804,2494,26,0
8,183,0.750,1722,29,0
8,184,0.803,2107,34,0
8,185,0.681,2048,20,0
8,186,0.766,2301,20,0
8,187,0.652,1676,17,0
8,188,0.737,2223,33,0
8,189,0.716,2136,20,0
8,190,0.723,2393,21,0
8,191,0.737,2074,20,0
8,192,0.786,2306,29,0
8,193,0.716,2528,17,0
8,194,0.752,2070,20,0
8,195,0.743,2064,20,0
8,196,0.735,2143,21,0
8,197,0.738,2433,21,0
8,198,0.719,2281,20,0
8,199,0.738,1665,29,0
8,200,0.772,2457,21,0
8,201,0.695,1693,17,0
8,202,0.757,2319,22,0
8,203,0.752,2076,29,0
8,204,0.750,1894,29,0
8,205,0.741,2342,20,0
8,206,0.790,2468,20,0
8,207,0.778,2474,20,0
8,208,0.784,2549,17,0
8,209,0.744,1946,20,0
8,210,0.702,2068,20,0
8,211,0.747,2305,20,0
8,212,0.688,2584,17,0
8,213,0.791,2543,20,0
8,214,0.748,2312,22,0
8,215,0.673,2392,20,0
8,216,0.788,2576,20,0
8,217,0.797,2571,21,0
8,218,0.723,2153,20,0
8,219,0.762,2260,20,0
8,220,0.776,2297,20,0
8,221,0.759,2141,21,0
8,222,0.691,1973,20,0
8,223,0.754,2062,22,0
8,224,0.786,2521,20,0
8,225,0.715,1650,17,0
8,226,0.764,2510,20,0
8,227,0.703,2188,20,0
8,228,0.748,2401,20,0
8,229,0.743,2060,29,0
8,230,0.826,2348,37,0
8,231,0.719,1963,20,0
8,232,0.682,2024,20,0
8,233,0.684,2613,21,0
8,234,0.751,2013,29,0
8,235,0.708,2266,20,0
8,236,0.758,2171,20,0
8,237,0.740,2439,21,0
8,238,0.801,2610,22,0
8,239,0.709,1810,17,0
8,240,0.784,2182,29,0
8,241,0.625,2054,20,0
8,242,0.738,2161,19,0
8,243,0.730,2198,20,0
8,244,0.900,2098,20,0
8,245,0.784,2443,22,0
8,246,0.790,2339,21,0
8,247,0.711,1954,20,0
8,248,0.730,2249,21,0
8,249,0.662,2332,20,0
8,250,0.724,2388,27,0
9,1,0.709,2086,20,0
9,2,0.761,2033,29,0
9,3,0.743,2107,20,0
9,4,0.721,2287,20,0
9,5,0.774,2359,20,0
9,6,0.783,2374,22,0
9,7,0.713,1547,20,0
9,8,0.771,2546,20,0
9,9,0.673,1639,17,0
9,10,0.751,2339,21,0
9,11,0.759,2379,20,0
9,12,0.684,2206,20,0
9,13,0.728,1916,20,0
9,14,0.727,2258,20,0
9,15,0.747,2358,20,0
9,16,0.729,2283,20,0
9,17,0.718,2386,17,0
9,18,0.759,1944,29,0
9,19,0.756,2092,35,0
9,20,0.691,2350,27,0
9,21,0.719,2051,20,0
9,22,0.721,2324,22,0
9,23,0.699,2178,17,0
9,24,0.771,2543,21,0
9,25,0.743,2015,20,0
9,26,0.728,2125,20,0
9,27,0.741,2062,20,0
9,28,0.741,2564,21,0
9,29,0.737,1956,20,0
9,30,0.756,2795,21,0
9,31,0.773,2128,20,0
9,32,0.754,2336,17,0
9,33,0.729,1942,20,0
9,34,0.762,2367,20,0
9,35,0.778,2794,21,0
9,36,0.777,2332,20,0
9,37,0.662,2282,20,0
9,38,0.766,2314,20,0
9,39,0.788,2512,20,0
9,40,0.741,1820,29,0
9,41,0.762,2405,20,0
9,42,0.737,2272,20,0
9,43,0.739,2487,31,0
9,44,0.776,2276,20,0
9,45,0.778,2189,36,0
9,46,0.726,2331,22,0
9,47,0.794,2601,21,0
9,48,0.739,2358,22,0
9,49,0.697,1975,20,0
9,50,0.723,2192,18,0
9,51,0.703,2244,20,0
9,52,0.744,2170,20,0
9,53,0.695,2071,20,0
9,54,0.716,2014,16,0
9,55,0.781,2160,31,0
9,56,0.752,2264,20,0
9,57,0.788,2427,21,0
9,58,0.755,2147,18,0
9,59,0.700,2313,20,0
9,60,0.656,1658,17,0
9,61,0.738,2052,20,0
9,62,0.768,2621,21,0
9,63,0.742,1767,25,0
9,64,0.740,2265,18,0
9,65,0.731,2161,17,0
9,66,0.749,2264,18,0
9,67,0.742,2231,20,0
9,68,0.743,2010,20,0
9,69,0.693,2074,20,0
9,70,0.737,2200,21,0
9,71,0.708,1836,17,0
9,72,0.760,2275,20,0
9,73,0.879,2789,43,0
9,74,0.783,1938,29,0
9,75,0.729,2324,21,0
9,76,0.748,2273,17,0
9,77,0.763,2363,20,0
9,78,0.781,2548,20,0
9,79,0.680,1906,29,0
9,80,0.778,1975,29,0
9,81,0.686,2339,29,0
9,82,0.800,2248,31,0
9,83,0.693,2038,20,0
9,84,0.750,2173,21,0
9,85,0.775,2447,21,0
9,86,0.800,2584,21,0
9,87,0.693,1900,20,0
9,88,0.709,1765,29,0
9,89,0.691,1652,17,0
9,90,0.745,1992,29,0
9,91,0.744,2295,20,0
9,92,0.780,2403,22,0
9,93,0.765,2408,22,0
9,94,0.810,2765,21,0
9,95,0.798,2452,22,0
9,96,0.768,2076,20,0
9,97,0.802,2559,21,0
9,98,0.633,1752,17,0
9,99,0.705,2137,20,0
9,100,0.618,2213,20,0
9,101,0.754,2176,20,0
9,102,0.751,2310,22,0
9,103,0.741,2050,20,0
9,104,0.740,2239,20,0
9,105,0.702,2296,21,0
9,106,0.766,2250,34,0
9,107,0.766,2365,20,0
9,108,0.783,2475,22,0
9,109,0.755,2189,20,0
9,110,0.751,2334,20,0
9,111,0.772,2032,29,0
9,112,0.753,2201,20,0
9,113,0.750,2250,29,0
9,114,0.741,2120,20,0
9,115,0.745,2137,29,0
9,116,0.740,1995,29,0
9,117,0.764,2446,21,0
9,118,0.753,2112,20,0
9,119,0.740,2230,17,0
9,120,0.760,1965,29,0
9,121,0.754,2375,20,0
9,122,0.801,2528,29,0
9,123,0.783,2007,29,0
9,124,0.797,2312,29,0
9,125,0.793,2588,21,0
9,126,0.759,2116,20,0
9,127,0.807,2715,21,0
9,128,0.759,2140,22,0
9,129,0.741,2251,17,0
9,130,0.759,2445,21,0
9,131,0.771,2251,21,0
9,132,0.731,2379,20,0
9,133,0.702,2490,11,0
9,134,0.711,1800,17,0
9,135,0.770,2505,33,0
9,136,0.749,2168,21,0
9,137,0.692,2002,29,0
9,138,0.698,2266,29,0
9,139,0.760,2230,20,0
9,140,0.748,2259,20,0
9,141,0.773,2335,20,0
9,142,0.714,1968,25,0
9,143,0.752,2345,20,0
9,144,0.719,2481,20,0
9,145,0.764,2760,21,0
9,146,0.764,2234,20,0
9,147,0.693,2272,21,0
9,148,0.776,2337,21,0
9,149,0.755,2403,29,0
9,150,0.760,2152,20,0
9,151,0.754,2227,20,0
9,152,0.714,2168,20,0
9,153,0.654,2237,20,0
9,154,0.769,2123,20,0
9,155,0.743,2070,20,0
9,156,0.750,2348,20,0
9,157,0.731,2037,20,0
9,158,0.709,2091,20,0
9,159,0.778,2715,21,0
9,160,0.733,1937,17,0
9,161,0.650,1865,29,0
9,162,0.732,2088,20,0
9,163,0.708,2479,21,0
9,164,0.791,2431,21,0
9,165,0.765,2219,20,0
9,166,0.698,1800,17,0
9,167,0.735,2139,20,0
9,168,0.748,2335,29,0
9,169,0.776,2285,20,0
9,170,0.787,2435,21,0
9,171,0.754,2056,20,0
9,172,0.754,2037,20,0
9,173,0.765,2520,22,0
9,174,0.717,1711,17,0
9,175,0.750,2196,20,0
9,176,0.752,2141,20,0
9,177,0.744,2040,20,0
9,178,0.725,1967,20,0
9,179,0.749,2310,22,0
9,180,0.775,2170,26,0
9,181,0.762,2295,20,0
9,182,0.790,2492,26,0
9,183,0.754,1720,29,0
9,184,0.769,2105,34,0
9,185,0.741,2046,20,0
9,186,0.789,2299,21,0
9,187,0.708,1674,17,0
9,188,0.746,2221,20,0
9,189,0.710,2134,20,0
9,190,0.758,2391,21,0
9,191,0.762,2072,20,0
9,192,0.712,2304,20,0
9,193,0.645,2526,17,0
9,194,0.721,2068,20,0
9,195,0.724,2062,20,0
9,196,0.757,2141,21,0
9,197,0.764,2431,21,0
9,198,0.756,2279,20,0
9,199,0.684,1663,29,0
9,200,0.776,2455,21,0
9,201,0.705,1691,17,0
9,202,0.767,2317,22,0
9,203,0.757,2074,29,0
9,204,0.731,1892,29,0
9,205,0.721,2340,20,0
9,206,0.784,2466,20,0
9,207,0.788,2472,21,0
9,208,0.773,2547,17,0
9,209,0.659,1944,20,0
9,210,0.708,2066,20,0
9,211,0.742,2303,20,0
9,212,0.813,2582,27,0
9,213,0.756,2541,20,0
9,214,0.788,2310,22,0
9,215,0.785,2390,20,0
9,216,0.727,2574,20,0
9,217,0.704,2569,10,0
9,218,0.735,2151,20,0
9,219,0.763,2258,21,0
9,220,0.757,2295,20,0
9,221,0.769,2139,21,0
9,222,0.758,1971,29,0
9,223,0.763,2060,22,0
9,224,0.730,2519,21,0
9,225,0.718,1648,17,0
9,226,0.768,2508,20,0
9,227,0.755,2186,20,0
9,228,0.769,2399,20,0
9,229,0.757,2058,20,0
9,230,0.736,2346,26,0
9,231,0.710,1961,20,0
9,232,0.666,2022,20,0
9,233,0.784,2611,21,0
9,234,0.675,2011,29,0
9,235,0.813,2264,37,0
9,236,0.736,2169,20,0
9,237,0.766,2437,21,0
9,238,0.778,2608,22,0
9,239,0.672,1808,17,0
9,240,0.748,2180,29,0
9,241,0.726,2052,20,0
9,242,0.745,2159,18,0
9,243,0.759,2196,20,0
9,244,0.724,2096,37,0
9,245,0.782,2441,22,0
9,246,0.759,2337,21,0
9,247,0.732,1952,20,0
9,248,0.718,2247,21,0
9,249,0.728,2330,20,0
9,250,0.812,2386,31,0
10,1,0.770,2093,22,0
10,2,0.734,2040,29,0
10,3,0.754,2114,20,0
10,4,0.800,2294,29,0
10,5,0.763,2366,20,0
10,6,0.773,2381,22,0
10,7,0.714,1554,20,0
10,8,0.674,2553,20,0
10,9,0.694,1646,18,0
10,10,0.757,2346,21,0
10,11,0.740,2386,20,0
10,12,0.769,2213,20,0
10,13,0.713,1923,20,0
10,14,0.694,2265,20,0
10,15,0.764,2365,20,0
10,16,0.766,2290,20,0
10,17,0.734,2393,22,0
10,18,0.749,1951,29,0
10,19,0.813,2099,37,0
10,20,0.796,2357,27,0
10,21,0.749,2058,22,0
10,22,0.766,2331,22,0
10,23,0.762,2185,20,0
10,24,0.789,2550,21,0
10,25,0.752,2022,20,0
10,26,0.756,2132,20,0
10,27,0.746,2069,20,0
10,28,0.778,2571,21,0
10,29,0.669,1963,20,0
10,30,0.762,2802,21,0
10,31,0.761,2135,17,0
10,32,0.762,2343,20,0
10,33,0.739,1949,17,0
10,34,0.763,2374,20,0
10,35,0.773,2801,16,0
10,36,0.782,2339,20,0
10,37,0.769,2289,20,0
10,38,0.774,2321,22,0
10,39,0.718,2519,16,0
10,40,0.748,1827,29,0
10,41,0.715,2412,20,0
10,42,0.749,2279,20,0
10,43,0.813,2494,34,0
10,44,0.766,2283,20,0
10,45,0.674,2196,21,0
10,46,0.769,2338,20,0
10,47,0.781,2608,20,0
10,48,0.772,2365,22,0
10,49,0.732,1982,20,0
10,50,0.694,2199,18,0
10,51,0.748,2251,22,0
10,52,0.752,2177,20,0
10,53,0.757,2078,29,0
10,54,0.721,2021,16,0
10,55,0.789,2167,31,0
10,56,0.751,2271,20,0
10,57,0.755,2434,16,0
10,58,0.712,2154,20,0
10,59,0.764,2320,20,0
10,60,0.644,1665,17,0
10,61,0.739,2059,20,0
10,62,0.799,2628,38,0
10,63,0.738,1774,25,0
10,64,0.738,2272,20,0
10,65,0.760,2168,29,0
10,66,0.769,2271,20,0
10,67,0.760,2238,20,0
10,68,0.737,2017,20,0
10,69,0.708,2081,20,0
10,70,0.745,2207,20,0
10,71,0.643,1843,17,0
10,72,0.750,2282,20,0
10,73,0.776,2796,21,0
10,74,0.790,1945,42,0
10,75,0.768,2331,21,0
10,76,0.763,2280,17,0
10,77,0.764,2370,20,0
10,78,0.802,2555,22,0
10,79,0.723,1913,20,0
10,80,0.739,1982,29,0
10,81,0.708,2346,20,0
10,82,0.730,2255,26,0
10,83,0.822,2045,20,0
10,84,0.764,2180,20,0
10,85,0.771,2454,21,0
10,86,0.742,2591,21,0
10,87,0.770,1907,29,0
10,88,0.729,1772,29,0
10,89,0.692,1659,17,0
10,90,0.726,1999,29,0
10,91,0.735,2302,27,0
10,92,0.720,2410,21,0
10,93,0.799,2415,20,0
10,94,0.808,2772,21,0
10,95,0.782,2459,21,0
10,96,0.759,2083,29,0
10,97,0.785,2566,21,0
10,98,0.698,1759,22,0
10,99,0.763,2144,29,0
10,100,0.746,2220,20,0
10,101,0.786,2183,29,0
10,102,0.752,2317,20,0
10,103,0.764,2057,20,0
10,104,0.754,2246,20,0
10,105,0.749,2303,21,0
10,106,0.806,2257,34,0
10,107,0.765,2372,20,0
10,108,0.775,2482,21,0
10,109,0.751,2196,20,0
10,110,0.753,2341,20,0
10,111,0.736,2039,29,0
10,112,0.755,2208,20,0
10,113,0.762,2257,36,0
10,114,0.728,2127,20,0
10,115,0.781,2144,29,0
10,116,0.720,2002,21,0
10,117,0.764,2453,21,0
10,118,0.756,2119,20,0
10,119,0.739,2237,17,0
10,120,0.753,1972,29,0
10,121,0.774,2382,20,0
10,122,0.729,2535,21,0
10,123,0.753,2014,20,0
10,124,0.771,2319,22,0
10,125,0.787,2595,21,0
10,126,0.756,2123,20,0
10,127,0.758,2722,21,0
10,128,0.801,2147,29,0
10,129,0.789,2258,29,0
10,130,0.765,2452,21,0
10,131,0.804,2258,29,0
10,132,0.773,2386,20,0
10,133,0.785,2497,20,0
10,134,0.758,1807,29,0
10,135,0.751,2512,20,0
10,136,0.746,2175,17,0
10,137,0.767,2009,29,0
10,138,0.739,2273,17,0
10,139,0.768,2237,20,0
10,140,0.748,2266,20,0
10,141,0.763,2342,20,0
10,142,0.733,1975,20,0
10,143,0.773,2352,20,0
10,144,0.798,2488,21,0
10,145,0.789,2767,21,0
10,146,0.737,2241,20,0
10,147,0.767,2279,21,0
10,148,0.742,2344,21,0
10,149,0.782,2410,22,0
10,150,0.779,2159,29,0
10,151,0.708,2234,20,0
10,152,0.750,2175,29,0
10,153,0.741,2244,20,0
10,154,0.744,2130,20,0
10,155,0.728,2077,20,0
10,156,0.698,2355,17,0
10,157,0.768,2044,29,0
10,158,0.746,2098,20,0
10,159,0.721,2722,21,0
10,160,0.659,1944,20,0
10,161,0.696,1872,29,0
10,162,0.727,2095,20,0
10,163,0.779,2486,21,0
10,164,0.790,2438,21,0
10,165,0.768,2226,20,0
10,166,0.704,1807,17,0
10,167,0.736,2146,20,0
10,168,0.747,2342,26,0
10,169,0.758,2292,17,0
10,170,0.769,2442,16,0
10,171,0.724,2063,20,0
10,172,0.778,2044,29,0
10,173,0.789,2527,22,0
10,174,0.715,1718,29,0
10,175,0.729,2203,20,0
10,176,0.752,2148,20,0
10,177,0.750,2047,20,0
10,178,0.710,1974,20,0
10,179,0.768,2317,37,0
10,180,0.766,2177,22,0
10,181,0.727,2302,20,0
10,182,0.780,2499,20,0
10,183,0.671,1727,29,0
10,184,0.784,2112,34,0
10,185,0.691,2053,20,0
10,186,0.759,2306,21,0
10,187,0.672,1681,17,0
10,188,0.748,2228,33,0
10,189,0.701,2141,20,0
10,190,0.781,2398,21,0
10,191,0.752,2079,29,0
10,192,0.787,2311,29,0
10,193,0.728,2533,20,0
10,194,0.736,2075,29,0
10,195,0.741,2069,20,0
10,196,0.757,2148,20,0
10,197,0.784,2438,21,0
10,198,0.766,2286,20,0
10,199,0.735,1670,25,0
10,200,0.715,2462,16,0
10,201,0.617,1698,29,0
10,202,0.719,2324,22,0
10,203,0.745,2081,29,0
10,204,0.747,1899,29,0
10,205,0.710,2347,20,0
10,206,0.763,2473,20,0
10,207,0.777,2479,21,0
10,208,0.828,2554,32,0
10,209,0.686,1951,21,0
10,210,0.738,2073,20,0
10,211,0.690,2310,32,0
10,212,0.826,2589,28,0
10,213,0.796,2548,20,0
10,214,0.789,2317,22,0
10,215,0.758,2397,16,0
10,216,0.779,2581,16,0
10,217,0.773,2576,19,0
10,218,0.770,2158,20,0
10,219,0.748,2265,17,0
10,220,0.716,2302,20,0
10,221,0.664,2146,17,0
10,222,0.711,1978,20,0
10,223,0.727,2067,20,0
10,224,0.764,2526,20,0
10,225,0.721,1655,17,0
10,226,0.765,2515,20,0
10,227,0.759,2193,20,0
10,228,0.763,2406,20,0
10,229,0.775,2065,29,0
10,230,0.786,2353,27,0
10,231,0.733,1968,20,0
10,232,0.710,2029,20,0
10,233,0.731,2618,21,0
10,234,0.738,2018,20,0
10,235,0.768,2271,20,0
10,236,0.747,2176,20,0
10,237,0.747,2444,16,0
10,238,0.755,2615,21,0
10,239,0.602,1815,17,0
10,240,0.827,2187,36,0
10,241,0.706,2059,20,0
10,242,0.746,2166,18,0
10,243,0.727,2203,20,0
10,244,0.756,2103,31,0
10,245,0.775,2448,16,0
10,246,0.755,2344,21,0
10,247,0.728,1959,20,0
10,248,0.689,2254,21,0
10,249,0.673,2337,20,0
10,250,0.816,2393,31,0
11,1,0.678,2088,20,0
11,2,0.733,2035,20,0
11,3,0.745,2109,20,0
11,4,0.750,2289,15,0
11,5,0.761,2361,16,0
11,6,0.744,2376,21,0
11,7,0.711,1549,22,0
11,8,0.755,2548,15,0
11,9,0.689,1641,17,0
11,10,0.754,2341,25,0
11,11,0.779,2381,20,0
11,12,0.757,2208,20,0
11,13,0.705,1918,20,0
11,14,0.761,2260,21,0
11,15,0.743,2360,20,0
11,16,0.768,2285,20,0
11,17,0.726,2388,22,0
11,18,0.755,1946,29,0
11,19,0.741,2094,34,0
11,20,0.685,2352,27,0
11,21,0.750,2053,20,0
11,22,0.719,2326,22,0
11,23,0.710,2180,17,0
11,24,0.823,2545,31,0
11,25,0.753,2017,20,0
11,26,0.739,2127,20,0
11,27,0.687,2064,20,0
11,28,0.780,2566,21,0
11,29,0.699,1958,20,0
11,30,0.794,2797,21,0
11,31,0.704,2130,20,0
11,32,0.771,2338,20,0
11,33,0.710,1944,20,0
11,34,0.747,2369,20,0
11,35,0.791,2796,21,0
11,36,0.778,2334,22,0
11,37,0.708,2284,20,0
11,38,0.759,2316,20,0
11,39,0.761,2514,16,0
11,40,0.720,1822,29,0
11,41,0.763,2407,20,0
11,42,0.734,2274,20,0
11,43,0.818,2489,34,0
11,44,0.774,2278,20,0
11,45,0.763,2191,21,0
11,46,0.766,2333,22,0
11,47,0.804,2603,22,0
11,48,0.781,2360,22,0
11,49,0.683,1977,20,0
11,50,0.731,2194,18,0
11,51,0.732,2246,20,0
11,52,0.715,2172,20,0
11,53,0.735,2073,16,0
11,54,0.666,2016,16,0
11,55,0.726,2162,31,0
11,56,0.734,2266,20,0
11,57,0.783,2429,22,0
11,58,0.761,2149,20,0
11,59,0.775,2315,21,0
11,60,0.702,1660,17,0
11,61,0.733,2054,20,0
11,62,0.756,2623,21,0
11,63,0.691,1769,25,0
11,64,0.743,2267,22,0
11,65,0.745,2163,17,0
11,66,0.757,2266,18,0
11,67,0.716,2233,20,0
11,68,0.721,2012,29,0
11,69,0.733,2076,20,0
11,70,0.763,2202,21,0
11,71,0.706,1838,17,0
11,72,0.750,2277,20,0
11,73,0.798,2791,21,0
11,74,0.761,1940,29,0
11,75,0.691,2326,15,0
11,76,0.751,2275,17,0
11,77,0.732,2365,22,0
11,78,0.694,2550,16,0
11,79,0.723,1908,20,0
11,80,0.724,1977,29,0
11,81,0.747,2341,20,0
11,82,0.775,2250,26,0
11,83,0.740,2040,20,0
11,84,0.676,2175,21,0
11,85,0.750,2449,16,0
11,86,0.746,2586,21,0
11,87,0.753,1902,29,0
11,88,0.703,1767,29,0
11,89,0.646,1654,17,0
11,90,0.700,1994,20,0
11,91,0.714,2297,17,0
11,92,0.760,2405,21,0
11,93,0.773,2410,22,0
11,94,0.767,2767,21,0
11,95,0.806,2454,26,0
11,96,0.748,2078,21,0
11,97,0.738,2561,21,0
11,98,0.678,1754,22,0
11,99,0.759,2139,26,0
11,100,0.684,2215,20,0
11,101,0.727,2178,29,0
11,102,0.730,2312,15,0
11,103,0.747,2052,20,0
11,104,0.757,2241,20,0
11,105,0.771,2298,21,0
11,106,0.803,2252,34,0
11,107,0.738,2367,20,0
11,108,0.751,2477,21,0
11,109,0.756,2191,20,0
11,110,0.744,2336,20,0
11,111,0.757,2034,20,0
11,112,0.759,2203,20,0
11,113,0.772,2252,20,0
11,114,0.753,2122,21,0
11,115,0.787,2139,29,0
11,116,0.709,1997,20,0
11,117,0.728,2448,16,0
11,118,0.688,2114,20,0
11,119,0.749,2232,20,0
11,120,0.702,1967,29,0
11,121,0.735,2377,21,0
11,122,0.732,2530,21,0
11,123,0.666,2009,20,0
11,124,0.746,2314,16,0
11,125,0.766,2590,21,0
11,126,0.759,2118,20,0
11,127,0.795,2717,22,0
11,128,0.757,2142,22,0
11,129,0.783,2253,29,0
11,130,0.688,2447,16,0
11,131,0.789,2253,29,0
11,132,0.757,2381,20,0
11,133,0.759,2492,20,0
11,134,0.750,1802,29,0
11,135,0.725,2507,34,0
11,136,0.743,2170,20,0
11,137,0.724,2004,29,0
11,138,0.713,2268,20,0
11,139,0.731,2232,20,0
11,140,0.754,2261,20,0
11,141,0.685,2337,20,0
11,142,0.673,1970,17,0
11,143,0.728,2347,20,0
11,144,0.779,2483,20,0
11,145,0.794,2762,21,0
11,146,0.740,2236,20,0
11,147,0.708,2274,21,0
11,148,0.688,2339,16,0
11,149,0.743,2405,22,0
11,150,0.756,2154,20,0
11,151,0.742,2229,20,0
11,152,0.708,2170,20,0
11,153,0.760,2239,20,0
11,154,0.743,2125,20,0
11,155,0.751,2072,20,0
11,156,0.777,2350,20,0
11,157,0.745,2039,20,0
11,158,0.738,2093,20,0
11,159,0.741,2717,21,0
11,160,0.712,1939,10,0
11,161,0.711,1867,29,0
11,162,0.731,2090,20,0
11,163,0.789,2481,21,0
11,164,0.803,2433,26,0
11,165,0.775,2221,20,0
11,166,0.626,1802,17,0
11,167,0.689,2141,20,0
11,168,0.774,2337,26,0
11,169,0.753,2287,20,0
11,170,0.762,2437,16,0
11,171,0.764,2058,20,0
11,172,0.731,2039,20,0
11,173,0.783,2522,22,0
11,174,0.752,1713,29,0
11,175,0.749,2198,20,0
11,176,0.743,2143,20,0
11,177,0.739,2042,20,0
11,178,0.712,1969,20,0
11,179,0.822,2312,37,0
11,180,0.780,2172,26,0
11,181,0.714,2297,20,0
11,182,0.751,2494,21,0
11,183,0.741,1722,29,0
11,184,0.742,2107,34,0
11,185,0.738,2048,20,0
11,186,0.761,2301,20,0
11,187,0.683,1676,17,0
11,188,0.794,2223,33,0
11,189,0.747,2136,20,0
11,190,0.773,2393,21,0
11,191,0.700,2074,20,0
11,192,0.739,2306,15,0
11,193,0.703,2528,17,0
11,194,0.704,2070,20,0
11,195,0.731,2064,20,0
11,196,0.704,2143,26,0
11,197,0.784,2433,21,0
11,198,0.766,2281,20,0
11,199,0.730,1665,29,0
11,200,0.750,2457,16,0
11,201,0.682,1693,29,0
11,202,0.736,2319,22,0
11,203,0.774,2076,29,0
11,204,0.733,1894,29,0
11,205,0.762,2342,20,0
11,206,0.780,2468,20,0
11,207,0.770,2474,20,0
11,208,0.765,2549,17,0
11,209,0.699,1946,20,0
11,210,0.699,2068,20,0
11,211,0.697,2305,17,0
11,212,0.736,2584,20,0
11,213,0.781,2543,20,0
11,214,0.784,2312,34,0
11,215,0.731,2392,20,0
11,216,0.712,2576,20,0
11,217,0.708,2571,10,0
11,218,0.742,2153,20,0
11,219,0.740,2260,20,0
11,220,0.780,2297,20,0
11,221,0.710,2141,21,0
11,222,0.739,1973,20,0
11,223,0.749,2062,22,0
11,224,0.770,2521,21,0
11,225,0.702,1650,17,0
11,226,0.664,2510,20,0
11,227,0.719,2188,20,0
11,228,0.754,2401,20,0
11,229,0.707,2060,20,0
11,230,0.780,2348,37,0
11,231,0.736,1963,20,0
11,232,0.720,2024,20,0
11,233,0.713,2613,21,0
11,234,0.733,2013,20,0
11,235,0.806,2266,37,0
11,236,0.755,2171,20,0
11,237,0.749,2439,16,0
11,238,0.744,2610,22,0
11,239,0.723,1810,17,0
11,240,0.698,2182,17,0
11,241,0.678,2054,20,0
11,242,0.770,2161,26,0
11,243,0.772,2198,20,0
11,244,0.748,2098,22,0
11,245,0.706,2443,16,0
11,246,0.759,2339,21,0
11,247,0.743,1954,33,0
11,248,0.729,2249,21,0
11,249,0.732,2332,20,0
11,250,0.830,2388,37,0
12,1,0.785,2085,22,0
12,2,0.678,2032,29,0
12,3,0.698,2106,20,0
12,4,0.765,2286,20,0
12,5,0.715,2358,20,0
12,6,0.788,2373,22,0
12,7,0.671,1546,22,0
12,8,0.769,2545,20,0
12,9,0.683,1638,18,0
12,10,0.709,2338,20,0
12,11,0.772,2378,20,0
12,12,0.750,2205,20,0
12,13,0.722,1915,20,0
12,14,0.738,2257,20,0
12,15,0.703,2357,20,0
12,16,0.770,2282,20,0
12,17,0.740,2385,21,0
12,18,0.742,1943,29,0
12,19,0.805,2091,34,0
12,20,0.751,2349,27,0
12,21,0.684,2050,20,0
12,22,0.765,2323,22,0
12,23,0.724,2177,26,0
12,24,0.782,2542,32,0
12,25,0.758,2014,20,0
12,26,0.733,2124,20,0
12,27,0.703,2061,20,0
12,28,0.777,2563,21,0
12,29,0.726,1955,20,0
12,30,0.759,2794,21,0
12,31,0.750,2127,20,0
12,32,0.795,2335,29,0
12,33,0.725,1941,29,0
12,34,0.765,2366,20,0
12,35,0.804,2793,21,0
12,36,0.783,2331,20,0
12,37,0.775,2281,20,0
12,38,0.764,2313,22,0
12,39,0.779,2511,20,0
12,40,0.769,1819,29,0
12,41,0.757,2404,20,0
